id,name,type,cost,bp,sp,ability,description,faction,illustrator,imageUrl,color,rarity,cardNumber,colorBalance,colorCost,colorlessCost,effectType,pack,traits,effect,flavorText
BT2-33,セツナ,ユニット,3,5000,1000,,ドレスのような美しい姿に変化したセツナ。その美しさで市民たちを魅了し、隙を作ることに成功した。,セツナ/CNP,コメスケ / SHU-,/card-images/bt2-33.png,yellow,C,BT2-33,黄1,1,2,,魂魄の冥導士,セツナ;CNP,,ドレスのような美しい姿に変化したセツナ。その美しさで市民たちを魅了し、隙を作ることに成功した。
BT2-34,反学派の希望 ミライ,ユニット,3,2000,1000,【アタック時】≪レイキ回復2≫（自分のレイキ2枚をアクティブにする）,保安部部長のヘルナ…ううん私のお母さんは学派よりも酷いことをしようとしてる。だからお願い。お母さんを止めて。-ミライ-,ミッドガン/反学派/人間,コメスケ / SHU-,/card-images/bt2-34.png,yellow,RR,BT2-34,黄2,2,1,レイキ回復,魂魄の冥導士,ミッドガン;反学派;人間,【アタック時】≪レイキ回復2≫（自分のレイキ2枚をアクティブにする）,保安部部長のヘルナ…ううん私のお母さんは学派よりも酷いことをしようとしてる。だからお願い。お母さんを止めて。-ミライ-
BT2-35,ライオン,ユニット,4,5000,,【登場時】ターン終了まで、黄の他の自分のユニット1体は≪ゲージバーン≫（このユニットが減らしたゲージは破棄される）を得る。,威風堂々としたライオンの姿に変化したセツナの姿。,セツナ/CNP,コメスケ / SHU-,/card-images/bt2-35.png,yellow,R,BT2-35,黄3,3,1,ゲージバーン,魂魄の冥導士,セツナ;CNP,【登場時】ターン終了まで、黄の他の自分のユニット1体は≪ゲージバーン≫（このユニットが減らしたゲージは破棄される）を得る。,威風堂々としたライオンの姿に変化したセツナの姿。
BT2-36,タイガー,ユニット,5,6000,,【自分のターン終了時】このユニットが制圧中なら、≪レイキ回復2≫（自分のレイキ2枚をアクティブにする）。 【互いのターン】自分のトラッシュにイベントカードが2枚以上ある間、BP+2000。,金色に変化したセツナ。その金属光沢は太陽光を反射し、市民たちの目を眩ませることに成功した。,トワ/CNP,倉田 窓,/card-images/bt2-36.png,yellow,RR,BT2-36,黄2,2,3,レイキ回復;BP＋,魂魄の冥導士,トワ;CNP,【自分のターン終了時】このユニットが制圧中なら、≪レイキ回復2≫（自分のレイキ2枚をアクティブにする）。 【互いのターン】自分のトラッシュにイベントカードが2枚以上ある間、BP+2000。,金色に変化したセツナ。その金属光沢は太陽光を反射し、市民たちの目を眩ませることに成功した。
BT2-37,トワ,ユニット,5,6000,1000,,「私のお母さんがセイドウと繋がってるかもしれない」ミライの衝撃的な言葉に、トワとセツナは動揺を隠せなかった。,トワ/CNP,コメスケ / Urukun,/card-images/bt2-37.png,yellow,C,BT2-37,黄1,1,4,,魂魄の冥導士,トワ;CNP,,「私のお母さんがセイドウと繋がってるかもしれない」ミライの衝撃的な言葉に、トワとセツナは動揺を隠せなかった。
BT2-38,ゴールド,ユニット,6,6000,1000,【お互いのターン】自分のトラッシュにイベントカードが2枚以上ある間、BP+2000。,金色に変化したセツナ。その金属光沢は太陽光を反射し、市民たちの目を眩ませることに成功した。,セツナ/CNP,倉田 窓,/card-images/bt2-38.png,yellow,RR,BT2-38,黄3,3,3,BP＋,魂魄の冥導士,セツナ;CNP,【お互いのターン】自分のトラッシュにイベントカードが2枚以上ある間、BP+2000。,金色に変化したセツナ。その金属光沢は太陽光を反射し、市民たちの目を眩ませることに成功した。
BT2-39,試験機偽神イザナミ,ユニット,7,9000,,,レイキを動力に駆動する兵器から開発を続け、式神に近しいメカニズムで式神より効率的かつ強力な兵器を目指して開発された新型。,ミッドガン/トゥルーリア学院派/機械,コメスケ,/card-images/bt2-39.png,yellow,R,BT2-39,黄1,1,6,,魂魄の冥導士,ミッドガン;トゥルーリア学院派;機械,,レイキを動力に駆動する兵器から開発を続け、式神に近しいメカニズムで式神より効率的かつ強力な兵器を目指して開発された新型。
BT2-40,マネキネコ,ユニット,8,8000,2000,【登場時】BP4000以下の相手のユニット全てを退場させる。,招き猫の姿に変化したトワ。その愛らしい姿に市民たちは警戒を解き、完全に油断してしまった。「やったな。」 -テンシュ-,トワ/CNP,コメスケ / SHU-,/card-images/bt2-40.png,yellow,RRR,BT2-40,黄4,4,4,退場,魂魄の冥導士,トワ;CNP,【登場時】BP4000以下の相手のユニット全てを退場させる。,招き猫の姿に変化したトワ。その愛らしい姿に市民たちは警戒を解き、完全に油断してしまった。「やったな。」 -テンシュ-
BT2-41,実験,イベント,2,,,【コンバット】バトル終了まで、自分のユニット1体をBP+2000。自分のレイキの色が黄だけなら、代わりにBP+4000。,本当になんでも取り込むんだな。-テンシュ-,,コメスケ / SHU-,/card-images/bt2-41.png,yellow,C,BT2-41,黄1,1,1,BP＋,魂魄の冥導士,,【コンバット】バトル終了まで、自分のユニット1体をBP+2000。自分のレイキの色が黄だけなら、代わりにBP+4000。,本当になんでも取り込むんだな。-テンシュ-
BT2-42,逃走劇,イベント,3,,,【コンバット】コスト3以下の相手のユニット2体を手札に戻す。,市民たちからの追跡を逃れ、無事に反学派のアジトに逃げ込むことに成功した。,,コメスケ / SHU-,/card-images/bt2-42.png,yellow,R,BT2-42,黄2,2,1,バウンス,魂魄の冥導士,,【コンバット】コスト3以下の相手のユニット2体を手札に戻す。,市民たちからの追跡を逃れ、無事に反学派のアジトに逃げ込むことに成功した。
BT2-43,指名手配,イベント,6,,,【コンバット】コスト7以下の相手のユニット1体を手札に戻す。,トワとセツナはこの土地の金銭の単位も相場も知らない。,,コメスケ,/card-images/bt2-43.png,yellow,R,BT2-43,黄3,3,3,バウンス,魂魄の冥導士,,【コンバット】コスト7以下の相手のユニット1体を手札に戻す。,トワとセツナはこの土地の金銭の単位も相場も知らない。
BT2-44,反学派のリーダー,サポーター,1,,,【コンバット】このバトルでイベントカードを使用しているなら、このサポーターをレストすることで、バトル終了まで、自分のユニット1体をBP+1000。,無事、反学派のアジトに逃げ込むことができたトワたちは、反学派のリーダーを自称する聡明な青年と出会う。,ミッドガン/反学派/人間,コメスケ,/card-images/bt2-44.png,yellow,R,BT2-44,黄1,1,0,BP＋,魂魄の冥導士,ミッドガン;反学派;人間,【コンバット】このバトルでイベントカードを使用しているなら、このサポーターをレストすることで、バトル終了まで、自分のユニット1体をBP+1000。,無事、反学派のアジトに逃げ込むことができたトワたちは、反学派のリーダーを自称する聡明な青年と出会う。
BT2-45,傀儡端末のネハシーン,サポーター,4,,,【登場時】自分のデッキの上から3枚オープンする。その中の特徴に「トゥルーリア学派」を持つカード1枚を手札に加える。残りはデッキの下に戻す。 【自分のターン】特徴に「トゥルーリア学派」を持つ他の自分のユニット/サポーターが登場したとき、このサポーターをレストすることで、≪レイキ回復1≫（自分のレイキ1枚をアクティブにする）。,はぁ、こんなロボットが事実上のトップなのだから学派も堕ちたものね。-ヘルナ-,ミッドガン/トゥルーリア学派/機械,コメスケ,/card-images/bt2-45.png,yellow,R,BT2-45,黄3,3,1,サーチ;レイキ回復,魂魄の冥導士,ミッドガン;トゥルーリア学派;機械,【登場時】自分のデッキの上から3枚オープンする。その中の特徴に「トゥルーリア学派」を持つカード1枚を手札に加える。残りはデッキの下に戻す。 【自分のターン】特徴に「トゥルーリア学派」を持つ他の自分のユニット/サポーターが登場したとき、このサポーターをレストすることで、≪レイキ回復1≫（自分のレイキ1枚をアクティブにする）。,はぁ、こんなロボットが事実上のトップなのだから学派も堕ちたものね。-ヘルナ-
BT2-46,ヤーマ,ユニット,3,5000,,,ヤーマとオロチはクルミに導かれ、ハナカのもとへ。そして、衝撃の真実を耳にすることとなる。,ヤーマ/CNP,コメスケ / Urukun,/card-images/bt2-46.png,green,C,BT2-46,緑1,1,2,,魂魄の冥導士,ヤーマ;CNP,,ヤーマとオロチはクルミに導かれ、ハナカのもとへ。そして、衝撃の真実を耳にすることとなる。
BT2-47,満開のウッドレイス,ユニット,4,6000,,,満開の花が咲いている春以外の季節は、没個性になってしまうのを気にしているらしい。,メテオラス/ウッドレイス,コメスケ / Urukun,/card-images/bt2-47.png,green,R,BT2-47,緑1,1,3,,魂魄の冥導士,メテオラス;ウッドレイス,,満開の花が咲いている春以外の季節は、没個性になってしまうのを気にしているらしい。
BT2-48,ヤマカガシ,ユニット,4,4000,,【退場時】≪レイキ追加1≫（自分のレイキデッキの上から1枚をレイキエリアに置く）,ヤマカガシの姿に変化したオロチ。その体には出血性の猛毒が宿り、一噛みで敵に致命傷を与える。,オロチ/CNP,コメスケ / Urukun,/card-images/bt2-48.png,green,R,BT2-48,緑3,3,1,レイキ追加,魂魄の冥導士,オロチ;CNP,【退場時】≪レイキ追加1≫（自分のレイキデッキの上から1枚をレイキエリアに置く）,ヤマカガシの姿に変化したオロチ。その体には出血性の猛毒が宿り、一噛みで敵に致命傷を与える。
BT2-49,エメラルドツリーボア,ユニット,5,5000,,【お互いのターン】自分のレイキ3枚ごとに、このユニットをBP+1000。,緑色の小柄な姿に変化したオロチ。見た目で油断した者から、順に返り討ちにされることとなる。,オロチ/CNP,コメスケ / SHU-,/card-images/bt2-49.png,green,RRR,BT2-49,緑4,4,1,BP＋,魂魄の冥導士,オロチ;CNP,【お互いのターン】自分のレイキ3枚ごとに、このユニットをBP+1000。,緑色の小柄な姿に変化したオロチ。見た目で油断した者から、順に返り討ちにされることとなる。
BT2-51,モノクロ,ユニット,5,5000,,【登場時】制圧中の相手のユニット1体をユニットエリアに移動させる。,レトロなモノクロの装いに変化したヤーマ。その姿には、不思議な気品が漂っている。,ヤーマ/CNP,コメスケ,/card-images/bt2-51.png,green,RR,BT2-51,緑3,3,2,移動,魂魄の冥導士,ヤーマ;CNP,【登場時】制圧中の相手のユニット1体をユニットエリアに移動させる。,レトロなモノクロの装いに変化したヤーマ。その姿には、不思議な気品が漂っている。
BT2-52,イエロー,ユニット,7,8000,,【アタック時】相手のターン終了まで、コスト2以下の相手のサポーター全てはアクティブにならない。,黄色に変化したヤーマ。その警戒色で、ウッドレイスたちをひるませた。,ヤーマ/CNP,コメスケ / Urukun,/card-images/bt2-52.png,green,R,BT2-52,緑3,3,4,レスト,魂魄の冥導士,ヤーマ;CNP,【アタック時】相手のターン終了まで、コスト2以下の相手のサポーター全てはアクティブにならない。,黄色に変化したヤーマ。その警戒色で、ウッドレイスたちをひるませた。
BT2-54,ユウギリ,ユニット,8,8000,1000,【アタック時】自分のデッキの上から1枚オープンする。それが特徴に「式神」を持つコスト5以下のユニットカードなら、コストを支払わずに登場できる。残りはデッキの下に戻す。この登場では【登場時】効果は発揮しない。,強者の乱入に一瞬慄いたユウギリだったが、一太刀でわかるその圧倒的強さは雑魚ばかりで飽きていたユウギリの心をときめかせた。,セイドウ/ユウギリ,コメスケ / Urukun,/card-images/bt2-54.png,green,RR,BT2-54,緑3,3,5,召喚,魂魄の冥導士,セイドウ;ユウギリ,【アタック時】自分のデッキの上から1枚オープンする。それが特徴に「式神」を持つコスト5以下のユニットカードなら、コストを支払わずに登場できる。残りはデッキの下に戻す。この登場では【登場時】効果は発揮しない。,強者の乱入に一瞬慄いたユウギリだったが、一太刀でわかるその圧倒的強さは雑魚ばかりで飽きていたユウギリの心をときめかせた。
BT2-55,オロチ,ユニット,8,9000,1000,,なんでわかるのって？それはあの爺さんに負けるまで私が取り憑かれていたからね。-ハナカ-,オロチ/CNP,コメスケ / Urukun,/card-images/bt2-55.png,green,C,BT2-55,緑1,1,7,,魂魄の冥導士,オロチ;CNP,,なんでわかるのって？それはあの爺さんに負けるまで私が取り憑かれていたからね。-ハナカ-
BT2-58,両雄激突,イベント,5,,,【コンバット】このバトルを行っている拠点以外を制圧中のユニット全てをユニットエリアに移動させる。,ズモギンとユウギリの間には他者が割り込む隙など一切ない。,,コメスケ,/card-images/bt2-58.png,green,R,BT2-58,緑3,3,2,移動,魂魄の冥導士,,【コンバット】このバトルを行っている拠点以外を制圧中のユニット全てをユニットエリアに移動させる。,ズモギンとユウギリの間には他者が割り込む隙など一切ない。
BT2-59,サナギ化,イベント,6,,,【メイン】自分のユニット/サポーター1体をデッキの下に戻す。その後、自分のデッキの上から1枚オープンする。それが緑のユニットカード/サポーターカードなら、コストを支払わずに登場できる。残りはデッキの下に戻す。,ハナカのもとに無事にヤーマたちを送り届けたクルミは繭に包まれ、蛹になってしまった。,,コメスケ,/card-images/bt2-59.png,green,R,BT2-59,緑3,3,3,召喚,魂魄の冥導士,,【メイン】自分のユニット/サポーター1体をデッキの下に戻す。その後、自分のデッキの上から1枚オープンする。それが緑のユニットカード/サポーターカードなら、コストを支払わずに登場できる。残りはデッキの下に戻す。,ハナカのもとに無事にヤーマたちを送り届けたクルミは繭に包まれ、蛹になってしまった。
BT2-60,フェアリーの女王 ハナカ,サポーター,3,,,【登場時】制圧中のユニット1体をユニットエリアに移動させる。 【お互いのターン】特徴に「フェアリー」を持つ自分のユニット全てをBP+1000。,クルミの姉で完全変態を遂げたフェアリーの一人。かつては好戦的な性格だったが、今はフェアリーたちのまとめ役になっている。,メテオラス/フェアリー,コメスケ,/card-images/bt2-60.png,green,RR,BT2-60,緑2,2,1,移動;BP＋,魂魄の冥導士,メテオラス;フェアリー,【登場時】制圧中のユニット1体をユニットエリアに移動させる。 【お互いのターン】特徴に「フェアリー」を持つ自分のユニット全てをBP+1000。,クルミの姉で完全変態を遂げたフェアリーの一人。かつては好戦的な性格だったが、今はフェアリーたちのまとめ役になっている。
BT2-61,逃げて来た貿易商人,ユニット,2,3000,1000,,貿易コロニーは、ミッドガンが建設した外惑星との貿易用施設で、貿易禁止命令以前は活気で満ちあふれていた。,貿易コロニー/人間,コメスケ,/card-images/bt2-61.png,purple,C,BT2-61,紫1,1,1,,魂魄の冥導士,貿易コロニー;人間,,貿易コロニーは、ミッドガンが建設した外惑星との貿易用施設で、貿易禁止命令以前は活気で満ちあふれていた。
BT2-62,ミタマ,ユニット,2,2000,2000,,謎の異世界に飛ばされて数週間。ミタマは謎の少女に見つかるまで、ひっそりと身を隠して暮らしていた。,ミタマ/CNP,コメスケ / Urukun,/card-images/bt2-62.png,purple,C,BT2-62,紫1,1,1,,魂魄の冥導士,ミタマ;CNP,,謎の異世界に飛ばされて数週間。ミタマは謎の少女に見つかるまで、ひっそりと身を隠して暮らしていた。
BT2-65,貿易管理局のエイリアン,ユニット,4,5000,1000,,管理局でいる間は独占した物資の恩恵が受けられるため、管理局の人材はアリアンに忠誠を誓っている。,貿易コロニー/エイリアン,コメスケ / Urukun,/card-images/bt2-65.png,purple,C,BT2-65,紫1,1,3,,魂魄の冥導士,貿易コロニー;エイリアン,,管理局でいる間は独占した物資の恩恵が受けられるため、管理局の人材はアリアンに忠誠を誓っている。
BT2-66,ミタマ,ユニット,4,4000,2000,【登場時】自分のデッキの上から3枚破棄する。,幽霊のミタマは冥導士の力を使って物理的な実体を得ることができる。,ミタマ/CNP,コメスケ / Urukun,/card-images/bt2-66.png,purple,RRR,BT2-66,紫2,2,2,破棄,魂魄の冥導士,ミタマ;CNP,【登場時】自分のデッキの上から3枚破棄する。,幽霊のミタマは冥導士の力を使って物理的な実体を得ることができる。
BT2-68,魔改造コンテナロボ,ユニット,4,3000,1000,【登場時】自分のトラッシュ5枚ごとに、ターン終了まで、相手のユニット1体をBP-1000。,コロニーに軟禁された結果、暇になった商人たちが悪ノリで運搬用コンテナロボを魔改造した。,貿易コロニー/機械,コメスケ,/card-images/bt2-68.png,purple,R,BT2-68,紫2,2,2,BP－,魂魄の冥導士,貿易コロニー;機械,【登場時】自分のトラッシュ5枚ごとに、ターン終了まで、相手のユニット1体をBP-1000。,コロニーに軟禁された結果、暇になった商人たちが悪ノリで運搬用コンテナロボを魔改造した。
BT2-69,運搬用コンテナロボ,ユニット,5,6000,1000,,貿易コロニーで重宝されている運搬用ロボ。貿易が禁止されてからは予備のパーツが不足し、修理することが難しくなっている。,貿易コロニー/機械,コメスケ / SHU-,/card-images/bt2-69.png,purple,C,BT2-69,紫1,1,4,,魂魄の冥導士,貿易コロニー;機械,,貿易コロニーで重宝されている運搬用ロボ。貿易が禁止されてからは予備のパーツが不足し、修理することが難しくなっている。
BT2-70,ダークブルー,ユニット,5,6000,1000,,フードが切れかけている不憫なエイリアンのペット。血液は強酸性。幼体は他の生物に寄生するらしい。,ミタマ/CNP,コメスケ / Urukun,/card-images/bt2-70.png,purple,RR,BT2-70,紫2,2,3,,魂魄の冥導士,ミタマ;CNP,,フードが切れかけている不憫なエイリアンのペット。血液は強酸性。幼体は他の生物に寄生するらしい。
BT2-72,ゾンビ,ユニット,6,5000,1000,【アタック時】自分のトラッシュから、紫のユニットカード1枚を手札に戻す。,ゾンビの姿に変化したミタマ。驚異的な再生能力を備え、並の攻撃では倒れない。,ミタマ/CNP,コメスケ / SHU-,/card-images/bt2-72.png,purple,RRR,BT2-72,紫3,3,3,回収,魂魄の冥導士,ミタマ;CNP,【アタック時】自分のトラッシュから、紫のユニットカード1枚を手札に戻す。,ゾンビの姿に変化したミタマ。驚異的な再生能力を備え、並の攻撃では倒れない。
BT2-73,死神商人 ウツロギリス,ユニット,7,6000,,【登場時】自分のトラッシュ3枚ごとに、相手のユニット1体を退場させる。,ミッドガンに依存していたため、貿易禁止命令以降は手持ちの資材でやり繰りしている。,霊人,コメスケ / SHU-,/card-images/bt2-73.png,purple,RRR,BT2-73,紫4,4,3,退場,魂魄の冥導士,霊人,【登場時】自分のトラッシュ3枚ごとに、相手のユニット1体を退場させる。,ミッドガンに依存していたため、貿易禁止命令以降は手持ちの資材でやり繰りしている。
BT2-75,闇取引,イベント,2,,,【メイン】自分のトラッシュから、紫のユニットカード1枚を手札に戻す。,コロニー内の物資は管理局によってほぼ独占状態であり、管理局からの配給以外で物資を得るなら危険な取引に手を出すしかない。,,コメスケ / SHU-,/card-images/bt2-75.png,purple,R,BT2-75,紫2,2,0,回収,魂魄の冥導士,,【メイン】自分のトラッシュから、紫のユニットカード1枚を手札に戻す。,コロニー内の物資は管理局によってほぼ独占状態であり、管理局からの配給以外で物資を得るなら危険な取引に手を出すしかない。
BT2-50,式神・猪,ユニット,5,5000,1000,,猪を模した形代で召喚した式神。その突進力は並外れており、木々をなぎ倒しながら一直線に進み続ける。,セイドウ/式神,コメスケ,/card-images/bt2-50.png,colorless,C,BT2-50,ー,0,5,,魂魄の冥導士,セイドウ;式神,,猪を模した形代で召喚した式神。その突進力は並外れており、木々をなぎ倒しながら一直線に進み続ける。
BT2-53,エルフの剣聖 ズモギン,ユニット,7,7000,,【アタック時】自分のレイキ1枚をレイキデッキの下に戻すことで、相手のターン終了まで、このユニットをBP+3000。,異世界の強者に魅入られたズモギンは幾年ぶりに剣を抜き、長老から勝利を導く英雄へと再び舞い戻った。,メテオラス/エルフ,コメスケ / すとぽぷ,/card-images/bt2-53.png,green,RR,BT2-53,緑3,3,4,BP＋,魂魄の冥導士,メテオラス;エルフ,【アタック時】自分のレイキ1枚をレイキデッキの下に戻すことで、相手のターン終了まで、このユニットをBP+3000。,異世界の強者に魅入られたズモギンは幾年ぶりに剣を抜き、長老から勝利を導く英雄へと再び舞い戻った。
BT2-56,完全変態個体 オクロプ,ユニット,9,11000,,,完全な変態を遂げたフェアリーの一人、全身が装甲でおおわれており、通常の攻撃は一切通用しない。,メテオラス/フェアリー,コメスケ,/card-images/bt2-56.png,green,R,BT2-56,緑1,1,8,,魂魄の冥導士,メテオラス;フェアリー,,完全な変態を遂げたフェアリーの一人、全身が装甲でおおわれており、通常の攻撃は一切通用しない。
BT2-57,歴史の真相,イベント,4,,,【メイン】相手のターン終了まで、特徴に「ウッドレイス」/「エルフ」/「フェアリー」を持つ自分のユニット全てをBP+2000。,憑依神は民を争わせることで、最も強い存在を見つけ出しそれに憑依する生態を持つの。-ハナカ-,,コメスケ / Urukun,/card-images/bt2-57.png,green,C,BT2-57,緑2,2,2,BP＋,魂魄の冥導士,,【メイン】相手のターン終了まで、特徴に「ウッドレイス」/「エルフ」/「フェアリー」を持つ自分のユニット全てをBP+2000。,憑依神は民を争わせることで、最も強い存在を見つけ出しそれに憑依する生態を持つの。-ハナカ-
BT2-63,うなだれるエイリアン商人,ユニット,3,4000,1000,,違法取引に手を出したことで、管理局を追放されたらしい。,貿易コロニー/エイリアン,コメスケ / Urukun,/card-images/bt2-63.png,purple,C,BT2-63,紫1,1,2,,魂魄の冥導士,貿易コロニー;エイリアン,,違法取引に手を出したことで、管理局を追放されたらしい。
BT2-64,アーリア,ユニット,3,3000,1000,【登場時】自分のデッキの上から2枚見て、その中から紫のカード1枚を手札に加える。残りをデッキの下に戻す。,貿易コロニーで暮らす少女。ミタマを匿って面倒を見ている。,貿易コロニー/人間,コメスケ / Urukun,/card-images/bt2-64.png,purple,R,BT2-64,紫2,2,1,サーチ,魂魄の冥導士,貿易コロニー;人間,【登場時】自分のデッキの上から2枚見て、その中から紫のカード1枚を手札に加える。残りをデッキの下に戻す。,貿易コロニーで暮らす少女。ミタマを匿って面倒を見ている。
BT2-67,商人の抵抗,イベント,3,,,【コンバット】自分のトラッシュ3枚ごとに、ターン終了まで、自分のユニット1体をBP+1000。,管理局の横暴に業を煮やした商人たちの抵抗活動。,,コメスケ / Urukun,/card-images/bt2-67.png,purple,C,BT2-67,紫2,2,1,BP＋,魂魄の冥導士,,【コンバット】自分のトラッシュ3枚ごとに、ターン終了まで、自分のユニット1体をBP+1000。,管理局の横暴に業を煮やした商人たちの抵抗活動。
BT2-71,エイリアン,ユニット,6,7000,1000,,貿易コロニーで権力を握る謎の異星人。表向きは友好的だが、その真意は不明。,貿易コロニー/エイリアン,コメスケ / Urukun,/card-images/bt2-71.png,purple,RR,BT2-71,紫2,2,4,,魂魄の冥導士,貿易コロニー;エイリアン,,貿易コロニーで権力を握る謎の異星人。表向きは友好的だが、その真意は不明。
BT2-74,商人ギルド,サポーター,4,,,【登場時】自分のトラッシュから、コスト3以下の紫のユニットカード1枚を手札に戻す。 【自分のターン】特徴に「貿易コロニー」を持つ自分のユニット全てをBP+500。,管理局に対抗するため結成された商人たちの組合。,貿易コロニー,コメスケ / SHU-,/card-images/bt2-74.png,purple,R,BT2-74,紫3,3,1,回収;BP＋,魂魄の冥導士,貿易コロニー,【登場時】自分のトラッシュから、コスト3以下の紫のユニットカード1枚を手札に戻す。 【自分のターン】特徴に「貿易コロニー」を持つ自分のユニット全てをBP+500。,管理局に対抗するため結成された商人たちの組合。
BT2-76,貿易禁止命令,イベント,3,,,【メイン】自分のユニット1体を退場させることで、≪2ドロー≫（デッキからカードを2枚引く）。,セイドウの侵略以来、ミッドガンはなぜか貿易を禁止し、地表への降下どころかコロニーからの出航すら許可していない。,,コメスケ / Urukun,/card-images/bt2-76.png,purple,R,BT2-76,紫2,2,1,ドロー,魂魄の冥導士,,【メイン】自分のユニット1体を退場させることで、≪2ドロー≫（デッキからカードを2枚引く）。,セイドウの侵略以来、ミッドガンはなぜか貿易を禁止し、地表への降下どころかコロニーからの出航すら許可していない。
BT2-77,ミタマの策略,イベント,3,,,特徴に「ミタマ」を持つ自分のユニットがいる間、自分の手札から、このカードを使用するとき、支払う無色コスト-1。 【コンバット】ターン終了まで、相手のユニット1体をBP-3000。,ミタマの策略は狡猾にして巧妙。誰もその意図に気づかない。,,コメスケ / Urukun,/card-images/bt2-77.png,purple,RR,BT2-77,紫2,2,1,BP－,魂魄の冥導士,,特徴に「ミタマ」を持つ自分のユニットがいる間、自分の手札から、このカードを使用するとき、支払う無色コスト-1。 【コンバット】ターン終了まで、相手のユニット1体をBP-3000。,ミタマの策略は狡猾にして巧妙。誰もその意図に気づかない。
BT2-78,パッチワーク,イベント,4,,,【メイン】自分のトラッシュから、紫のコスト5以下のユニットカード1枚をコストを支払わずに登場させる。,ありあわせの資材で運搬ロボの修繕をしないといけないため、技術者は腕を鳴らすと同時に頭を抱えている。,,コメスケ / SHU-,/card-images/bt2-78.png,purple,R,BT2-78,紫2,2,2,召喚,魂魄の冥導士,,【メイン】自分のトラッシュから、紫のコスト5以下のユニットカード1枚をコストを支払わずに登場させる。,ありあわせの資材で運搬ロボの修繕をしないといけないため、技術者は腕を鳴らすと同時に頭を抱えている。
BT2-79,異文化交流,イベント,4,,,【メイン】ターン終了まで、自分のユニット1体は≪怨讐≫（このユニットがバトルで退場したとき、バトルした相手のユニットを退場させる）を得る。,脱出を目指す少女とミタマたちは、たどたどしくもコロニーの住人たちと交流を図り仲間を探していた。,,コメスケ / SHU-,/card-images/bt2-79.png,purple,R,BT2-79,紫2,2,2,怨讐,魂魄の冥導士,,【メイン】ターン終了まで、自分のユニット1体は≪怨讐≫（このユニットがバトルで退場したとき、バトルした相手のユニットを退場させる）を得る。,脱出を目指す少女とミタマたちは、たどたどしくもコロニーの住人たちと交流を図り仲間を探していた。
BT2-80,抜魂,イベント,4,,,【メイン】ターン終了まで、相手のユニット1体をBP-5000。,ウツロギリスはあらゆる生き物から魂を抜くことができる。,,コメスケ,/card-images/bt2-80.png,purple,RR,BT2-80,紫3,3,1,BP－,魂魄の冥導士,,【メイン】ターン終了まで、相手のユニット1体をBP-5000。,ウツロギリスはあらゆる生き物から魂を抜くことができる。
BT2-81,人間の協力者 リサ,サポーター,2,,,【登場時】自分のデッキの上から2枚破棄する。 【メイン】自分のトラッシュが10枚以上あるなら、このサポーターを退場させることで、ターン終了まで、相手のユニット1体をBP-2000。,隠れていたミタマを見つけ接触してきた謎の少女。貿易禁止命令により地表に降下することができず、脱出手段を探している。,貿易コロニー/人間,コメスケ,/card-images/bt2-81.png,purple,RR,BT2-81,紫2,2,0,破棄;BP－,魂魄の冥導士,貿易コロニー;人間,【登場時】自分のデッキの上から2枚破棄する。 【メイン】自分のトラッシュが10枚以上あるなら、このサポーターを退場させることで、ターン終了まで、相手のユニット1体をBP-2000。,隠れていたミタマを見つけ接触してきた謎の少女。貿易禁止命令により地表に降下することができず、脱出手段を探している。
BT2-82,貿易管理局長 アリアン,サポーター,5,,,【登場時】自分のトラッシュから、紫のコスト4以下のユニットカード1枚をコストを支払わずに登場できる。この登場では【登場時】効果は発揮しない。 【メイン】このサポーターをレストすることで、ターン終了まで、コスト4以下の相手のユニット1体をBP-1000。,貿易コロニーのトップであるアリアンは、貿易禁止命令後、その権力により物資を独占し、一人だけ裕福な暮らしを続けている。,貿易コロニー/エイリアン,コメスケ,/card-images/bt2-82.png,purple,R,BT2-82,紫3,3,2,召喚;BP－,魂魄の冥導士,貿易コロニー;エイリアン,【登場時】自分のトラッシュから、紫のコスト4以下のユニットカード1枚をコストを支払わずに登場できる。この登場では【登場時】効果は発揮しない。 【メイン】このサポーターをレストすることで、ターン終了まで、コスト4以下の相手のユニット1体をBP-1000。,貿易コロニーのトップであるアリアンは、貿易禁止命令後、その権力により物資を独占し、一人だけ裕福な暮らしを続けている。
